Time,W,Wh
2021/3/6 13:00,231.88,231.88
2021/3/6 14:00,211.48,211.48
2021/3/6 15:00,210.8,210.8
2021/3/6 16:00,217.6,217.6
2021/3/6 17:00,225.08,225.08
2021/3/6 18:00,252.96,252.96
2021/3/6 19:00,368.56,368.56
2021/3/6 20:00,373.32,373.32
2021/3/6 21:00,346.12,346.12
2021/3/6 22:00,297.84,297.84
2021/3/6 23:00,216.24,216.24
2021/3/7 0:00,136.62,136.62
2021/3/7 1:00,116.82,116.82
2021/3/7 2:00,97.02,97.02
2021/3/7 3:00,103.62,103.62
2021/3/7 4:00,103.62,103.62
2021/3/7 5:00,110.22,110.22
2021/3/7 6:00,150.48,150.48
2021/3/7 7:00,217.8,217.8
2021/3/7 8:00,251.46,251.46
2021/3/7 9:00,258.06,258.06
2021/3/7 10:00,231.66,231.66
2021/3/7 11:00,205.26,205.26
2021/3/7 12:00,225.06,225.06
2021/3/7 13:00,225.06,225.06
2021/3/7 14:00,205.26,205.26
2021/3/7 15:00,204.6,204.6
2021/3/7 16:00,211.2,211.2
2021/3/7 17:00,218.46,218.46
2021/3/7 18:00,245.52,245.52
2021/3/7 19:00,357.72,357.72
2021/3/7 20:00,362.34,362.34
2021/3/7 21:00,335.94,335.94
2021/3/7 22:00,289.08,289.08
2021/3/7 23:00,209.88,209.88
2021/3/8 0:00,130.41,130.41
2021/3/8 1:00,111.51,111.51
2021/3/8 2:00,92.61,92.61
2021/3/8 3:00,98.91,98.91
2021/3/8 4:00,98.91,98.91
2021/3/8 5:00,105.21,105.21
2021/3/8 6:00,143.64,143.64
2021/3/8 7:00,207.9,207.9
2021/3/8 8:00,240.03,240.03
2021/3/8 9:00,246.33,246.33
2021/3/8 10:00,221.13,221.13
2021/3/8 11:00,195.93,195.93
2021/3/8 12:00,214.83,214.83
2021/3/8 13:00,214.83,214.83
2021/3/8 14:00,195.93,195.93
2021/3/8 15:00,195.3,195.3
2021/3/8 16:00,201.6,201.6
2021/3/8 17:00,208.53,208.53
2021/3/8 18:00,234.36,234.36
2021/3/8 19:00,341.46,341.46
2021/3/8 20:00,345.87,345.87
2021/3/8 21:00,320.67,320.67
2021/3/8 22:00,275.94,275.94
2021/3/8 23:00,200.34,200.34
2021/3/9 0:00,120.06,120.06
2021/3/9 1:00,102.66,102.66
2021/3/9 2:00,85.26,85.26
2021/3/9 3:00,91.06,91.06
2021/3/9 4:00,91.06,91.06
2021/3/9 5:00,96.86,96.86
2021/3/9 6:00,132.24,132.24
2021/3/9 7:00,191.4,191.4
2021/3/9 8:00,220.98,220.98
2021/3/9 9:00,226.78,226.78
2021/3/9 10:00,203.58,203.58
2021/3/9 11:00,180.38,180.38
2021/3/9 12:00,197.78,197.78
2021/3/9 13:00,197.78,197.78
2021/3/9 14:00,180.38,180.38
2021/3/9 15:00,179.8,179.8
2021/3/9 16:00,185.6,185.6
2021/3/9 17:00,191.98,191.98
2021/3/9 18:00,215.76,215.76
2021/3/9 19:00,314.36,314.36
2021/3/9 20:00,318.42,318.42
2021/3/9 21:00,295.22,295.22
2021/3/9 22:00,254.04,254.04
2021/3/9 23:00,184.44,184.44
2021/3/10 0:00,165.6,165.6
2021/3/10 1:00,141.6,141.6
2021/3/10 2:00,117.6,117.6
2021/3/10 3:00,125.6,125.6
2021/3/10 4:00,125.6,125.6
2021/3/10 5:00,133.6,133.6
2021/3/10 6:00,182.4,182.4
2021/3/10 7:00,264,264
2021/3/10 8:00,304.8,304.8
2021/3/10 9:00,312.8,312.8
2021/3/10 10:00,280.8,280.8
2021/3/10 11:00,248.8,248.8
2021/3/10 12:00,272.8,272.8
2021/3/10 13:00,272.8,272.8
2021/3/10 14:00,248.8,248.8
2021/3/10 15:00,248,248
2021/3/10 16:00,256,256
2021/3/10 17:00,264.8,264.8
2021/3/10 18:00,297.6,297.6
2021/3/10 19:00,433.6,433.6
2021/3/10 20:00,439.2,439.2
2021/3/10 21:00,407.2,407.2
2021/3/10 22:00,350.4,350.4
2021/3/10 23:00,254.4,254.4
2021/3/11 0:00,140.76,140.76
2021/3/11 1:00,120.36,120.36
2021/3/11 2:00,99.96,99.96
2021/3/11 3:00,106.76,106.76
2021/3/11 4:00,106.76,106.76
2021/3/11 5:00,113.56,113.56
2021/3/11 6:00,155.04,155.04
2021/3/11 7:00,224.4,224.4
2021/3/11 8:00,259.08,259.08
2021/3/11 9:00,265.88,265.88
2021/3/11 10:00,238.68,238.68
2021/3/11 11:00,211.48,211.48
2021/3/11 12:00,231.88,231.88
2021/3/11 13:00,231.88,231.88
2021/3/11 14:00,211.48,211.48
2021/3/11 15:00,210.8,210.8
2021/3/11 16:00,217.6,217.6
2021/3/11 17:00,225.08,225.08
2021/3/11 18:00,252.96,252.96
2021/3/11 19:00,368.56,368.56
2021/3/11 20:00,373.32,373.32
2021/3/11 21:00,346.12,346.12
2021/3/11 22:00,297.84,297.84
2021/3/11 23:00,216.24,216.24
2021/3/12 0:00,136.62,136.62
2021/3/12 1:00,116.82,116.82
2021/3/12 2:00,97.02,97.02
2021/3/12 3:00,103.62,103.62
2021/3/12 4:00,103.62,103.62
2021/3/12 5:00,110.22,110.22
2021/3/12 6:00,150.48,150.48
2021/3/12 7:00,217.8,217.8
2021/3/12 8:00,251.46,251.46
2021/3/12 9:00,258.06,258.06
2021/3/12 10:00,231.66,231.66
2021/3/12 11:00,205.26,205.26
2021/3/12 12:00,225.06,225.06
2021/3/12 13:00,225.06,225.06
2021/3/12 14:00,205.26,205.26
2021/3/12 15:00,204.6,204.6
2021/3/12 16:00,211.2,211.2
2021/3/12 17:00,218.46,218.46
2021/3/12 18:00,245.52,245.52
2021/3/12 19:00,357.72,357.72
2021/3/12 20:00,362.34,362.34
2021/3/12 21:00,335.94,335.94
2021/3/12 22:00,289.08,289.08
2021/3/12 23:00,209.88,209.88
2021/3/13 0:00,130.41,130.41
2021/3/13 1:00,111.51,111.51
2021/3/13 2:00,92.61,92.61
2021/3/13 3:00,98.91,98.91
2021/3/13 4:00,98.91,98.91
2021/3/13 5:00,105.21,105.21
2021/3/13 6:00,143.64,143.64
2021/3/13 7:00,207.9,207.9
2021/3/13 8:00,240.03,240.03
2021/3/13 9:00,246.33,246.33
2021/3/13 10:00,221.13,221.13
2021/3/13 11:00,195.93,195.93
2021/3/13 12:00,214.83,214.83
2021/3/13 13:00,214.83,214.83
2021/3/13 14:00,195.93,195.93
2021/3/13 15:00,195.3,195.3
2021/3/13 16:00,201.6,201.6
2021/3/13 17:00,208.53,208.53
2021/3/13 18:00,234.36,234.36
2021/3/13 19:00,341.46,341.46
2021/3/13 20:00,345.87,345.87
2021/3/13 21:00,320.67,320.67
2021/3/13 22:00,275.94,275.94
2021/3/13 23:00,200.34,200.34
2021/3/14 0:00,120.06,120.06
2021/3/14 1:00,102.66,102.66
2021/3/14 2:00,85.26,85.26
2021/3/14 3:00,91.06,91.06
2021/3/14 4:00,91.06,91.06
2021/3/14 5:00,96.86,96.86
2021/3/14 6:00,132.24,132.24
2021/3/14 7:00,191.4,191.4
2021/3/14 8:00,220.98,220.98
2021/3/14 9:00,226.78,226.78
2021/3/14 10:00,203.58,203.58
2021/3/14 11:00,180.38,180.38
2021/3/14 12:00,197.78,197.78
2021/3/14 13:00,197.78,197.78
2021/3/14 14:00,180.38,180.38
2021/3/14 15:00,179.8,179.8
2021/3/14 16:00,185.6,185.6
2021/3/14 17:00,191.98,191.98
2021/3/14 18:00,215.76,215.76
2021/3/14 19:00,314.36,314.36
2021/3/14 20:00,318.42,318.42
2021/3/14 21:00,295.22,295.22
2021/3/14 22:00,254.04,254.04
2021/3/14 23:00,184.44,184.44
2021/3/15 0:00,165.6,165.6
2021/3/15 1:00,141.6,141.6
2021/3/15 2:00,117.6,117.6
2021/3/15 3:00,125.6,125.6
2021/3/15 4:00,125.6,125.6
2021/3/15 5:00,133.6,133.6
2021/3/15 6:00,182.4,182.4
2021/3/15 7:00,264,264
2021/3/15 8:00,304.8,304.8
2021/3/15 9:00,312.8,312.8
2021/3/15 10:00,280.8,280.8
2021/3/15 11:00,248.8,248.8
2021/3/15 12:00,272.8,272.8
2021/3/15 13:00,272.8,272.8
2021/3/15 14:00,248.8,248.8
2021/3/15 15:00,248,248
2021/3/15 16:00,256,256
2021/3/15 17:00,264.8,264.8
2021/3/15 18:00,297.6,297.6
2021/3/15 19:00,433.6,433.6
2021/3/15 20:00,439.2,439.2
2021/3/15 21:00,407.2,407.2
2021/3/15 22:00,350.4,350.4
2021/3/15 23:00,254.4,254.4
2021/3/16 0:00,140.76,140.76
2021/3/16 1:00,120.36,120.36
2021/3/16 2:00,99.96,99.96
2021/3/16 3:00,106.76,106.76
2021/3/16 4:00,106.76,106.76
2021/3/16 5:00,113.56,113.56
2021/3/16 6:00,155.04,155.04
2021/3/16 7:00,224.4,224.4
2021/3/16 8:00,259.08,259.08
2021/3/16 9:00,265.88,265.88
2021/3/16 10:00,238.68,238.68
2021/3/16 11:00,211.48,211.48
2021/3/16 12:00,231.88,231.88
2021/3/16 13:00,231.88,231.88
2021/3/16 14:00,211.48,211.48
2021/3/16 15:00,210.8,210.8
2021/3/16 16:00,217.6,217.6
2021/3/16 17:00,225.08,225.08
2021/3/16 18:00,252.96,252.96
2021/3/16 19:00,368.56,368.56
2021/3/16 20:00,373.32,373.32
2021/3/16 21:00,346.12,346.12
2021/3/16 22:00,297.84,297.84
2021/3/16 23:00,216.24,216.24
2021/3/17 0:00,136.62,136.62
2021/3/17 1:00,116.82,116.82
2021/3/17 2:00,97.02,97.02
2021/3/17 3:00,103.62,103.62
2021/3/17 4:00,103.62,103.62
2021/3/17 5:00,110.22,110.22
2021/3/17 6:00,150.48,150.48
2021/3/17 7:00,217.8,217.8
2021/3/17 8:00,251.46,251.46
2021/3/17 9:00,258.06,258.06
2021/3/17 10:00,231.66,231.66
2021/3/17 11:00,205.26,205.26
2021/3/17 12:00,225.06,225.06
2021/3/17 13:00,225.06,225.06
2021/3/17 14:00,205.26,205.26
2021/3/17 15:00,204.6,204.6
2021/3/17 16:00,211.2,211.2
2021/3/17 17:00,218.46,218.46
2021/3/17 18:00,245.52,245.52
2021/3/17 19:00,357.72,357.72
2021/3/17 20:00,362.34,362.34
2021/3/17 21:00,335.94,335.94
2021/3/17 22:00,289.08,289.08
2021/3/17 23:00,209.88,209.88
2021/3/18 0:00,130.41,130.41
2021/3/18 1:00,111.51,111.51
2021/3/18 2:00,92.61,92.61
2021/3/18 3:00,98.91,98.91
2021/3/18 4:00,98.91,98.91
2021/3/18 5:00,105.21,105.21
2021/3/18 6:00,143.64,143.64
2021/3/18 7:00,207.9,207.9
2021/3/18 8:00,240.03,240.03
2021/3/18 9:00,246.33,246.33
2021/3/18 10:00,221.13,221.13
2021/3/18 11:00,195.93,195.93
2021/3/18 12:00,214.83,214.83
2021/3/18 13:00,214.83,214.83
2021/3/18 14:00,195.93,195.93
2021/3/18 15:00,195.3,195.3
2021/3/18 16:00,201.6,201.6
2021/3/18 17:00,208.53,208.53
2021/3/18 18:00,234.36,234.36
2021/3/18 19:00,341.46,341.46
2021/3/18 20:00,345.87,345.87
2021/3/18 21:00,320.67,320.67
2021/3/18 22:00,275.94,275.94
2021/3/18 23:00,200.34,200.34
2021/3/19 0:00,120.06,120.06
2021/3/19 1:00,102.66,102.66
2021/3/19 2:00,85.26,85.26
2021/3/19 3:00,91.06,91.06
2021/3/19 4:00,91.06,91.06
2021/3/19 5:00,96.86,96.86
2021/3/19 6:00,132.24,132.24
2021/3/19 7:00,191.4,191.4
2021/3/19 8:00,220.98,220.98
2021/3/19 9:00,226.78,226.78
2021/3/19 10:00,203.58,203.58
2021/3/19 11:00,180.38,180.38
2021/3/19 12:00,197.78,197.78
2021/3/19 13:00,197.78,197.78
2021/3/19 14:00,180.38,180.38
2021/3/19 15:00,179.8,179.8
2021/3/19 16:00,185.6,185.6
2021/3/19 17:00,191.98,191.98
2021/3/19 18:00,215.76,215.76
2021/3/19 19:00,314.36,314.36
2021/3/19 20:00,318.42,318.42
2021/3/19 21:00,295.22,295.22
2021/3/19 22:00,254.04,254.04
2021/3/19 23:00,184.44,184.44
2021/3/20 0:00,165.6,165.6
2021/3/20 1:00,141.6,141.6
2021/3/20 2:00,117.6,117.6
2021/3/20 3:00,125.6,125.6
2021/3/20 4:00,125.6,125.6
2021/3/20 5:00,133.6,133.6
2021/3/20 6:00,182.4,182.4
2021/3/20 7:00,264,264
2021/3/20 8:00,304.8,304.8
2021/3/20 9:00,312.8,312.8
2021/3/20 10:00,280.8,280.8
2021/3/20 11:00,248.8,248.8
2021/3/20 12:00,272.8,272.8
2021/3/20 13:00,272.8,272.8
2021/3/20 14:00,248.8,248.8
2021/3/20 15:00,248,248
2021/3/20 16:00,256,256
2021/3/20 17:00,264.8,264.8
2021/3/20 18:00,297.6,297.6
2021/3/20 19:00,433.6,433.6
2021/3/20 20:00,439.2,439.2
2021/3/20 21:00,407.2,407.2
2021/3/20 22:00,350.4,350.4
2021/3/20 23:00,254.4,254.4
2021/3/21 0:00,140.76,140.76
2021/3/21 1:00,120.36,120.36
2021/3/21 2:00,99.96,99.96
2021/3/21 3:00,106.76,106.76
2021/3/21 4:00,106.76,106.76
2021/3/21 5:00,113.56,113.56
2021/3/21 6:00,155.04,155.04
2021/3/21 7:00,224.4,224.4
2021/3/21 8:00,259.08,259.08
2021/3/21 9:00,265.88,265.88
2021/3/21 10:00,238.68,238.68
2021/3/21 11:00,211.48,211.48
2021/3/21 12:00,231.88,231.88
2021/3/21 13:00,231.88,231.88
2021/3/21 14:00,211.48,211.48
2021/3/21 15:00,210.8,210.8
2021/3/21 16:00,217.6,217.6
2021/3/21 17:00,225.08,225.08
2021/3/21 18:00,252.96,252.96
2021/3/21 19:00,368.56,368.56
2021/3/21 20:00,373.32,373.32
2021/3/21 21:00,346.12,346.12
2021/3/21 22:00,297.84,297.84
2021/3/21 23:00,216.24,216.24
2021/3/22 0:00,136.62,136.62
2021/3/22 1:00,116.82,116.82
2021/3/22 2:00,97.02,97.02
2021/3/22 3:00,103.62,103.62
2021/3/22 4:00,103.62,103.62
2021/3/22 5:00,110.22,110.22
2021/3/22 6:00,150.48,150.48
2021/3/22 7:00,217.8,217.8
2021/3/22 8:00,251.46,251.46
2021/3/22 9:00,258.06,258.06
2021/3/22 10:00,231.66,231.66
2021/3/22 11:00,205.26,205.26
2021/3/22 12:00,225.06,225.06
2021/3/22 13:00,225.06,225.06
2021/3/22 14:00,205.26,205.26
2021/3/22 15:00,204.6,204.6
2021/3/22 16:00,211.2,211.2
2021/3/22 17:00,218.46,218.46
2021/3/22 18:00,245.52,245.52
2021/3/22 19:00,357.72,357.72
2021/3/22 20:00,362.34,362.34
2021/3/22 21:00,335.94,335.94
2021/3/22 22:00,289.08,289.08
2021/3/22 23:00,209.88,209.88
2021/3/23 0:00,130.41,130.41
2021/3/23 1:00,111.51,111.51
2021/3/23 2:00,92.61,92.61
2021/3/23 3:00,98.91,98.91
2021/3/23 4:00,98.91,98.91
2021/3/23 5:00,105.21,105.21
2021/3/23 6:00,143.64,143.64
2021/3/23 7:00,207.9,207.9
2021/3/23 8:00,240.03,240.03
2021/3/23 9:00,246.33,246.33
2021/3/23 10:00,221.13,221.13
2021/3/23 11:00,195.93,195.93
2021/3/23 12:00,214.83,214.83
2021/3/23 13:00,214.83,214.83
2021/3/23 14:00,195.93,195.93
2021/3/23 15:00,195.3,195.3
2021/3/23 16:00,201.6,201.6
2021/3/23 17:00,208.53,208.53
2021/3/23 18:00,234.36,234.36
2021/3/23 19:00,341.46,341.46
2021/3/23 20:00,345.87,345.87
2021/3/23 21:00,320.67,320.67
2021/3/23 22:00,275.94,275.94
2021/3/23 23:00,200.34,200.34
2021/3/24 0:00,120.06,120.06
2021/3/24 1:00,102.66,102.66
2021/3/24 2:00,85.26,85.26
2021/3/24 3:00,91.06,91.06
2021/3/24 4:00,91.06,91.06
2021/3/24 5:00,96.86,96.86
2021/3/24 6:00,132.24,132.24
2021/3/24 7:00,191.4,191.4
2021/3/24 8:00,220.98,220.98
2021/3/24 9:00,226.78,226.78
2021/3/24 10:00,203.58,203.58
2021/3/24 11:00,180.38,180.38
2021/3/24 12:00,197.78,197.78
2021/3/24 13:00,197.78,197.78
2021/3/24 14:00,180.38,180.38
2021/3/24 15:00,179.8,179.8
2021/3/24 16:00,185.6,185.6
2021/3/24 17:00,191.98,191.98
2021/3/24 18:00,215.76,215.76
2021/3/24 19:00,314.36,314.36
2021/3/24 20:00,318.42,318.42
2021/3/24 21:00,295.22,295.22
2021/3/24 22:00,254.04,254.04
2021/3/24 23:00,184.44,184.44
2021/3/25 0:00,165.6,165.6
2021/3/25 1:00,141.6,141.6
2021/3/25 2:00,117.6,117.6
2021/3/25 3:00,125.6,125.6
2021/3/25 4:00,125.6,125.6
2021/3/25 5:00,133.6,133.6
2021/3/25 6:00,182.4,182.4
2021/3/25 7:00,264,264
2021/3/25 8:00,304.8,304.8
2021/3/25 9:00,312.8,312.8
2021/3/25 10:00,280.8,280.8
2021/3/25 11:00,248.8,248.8
2021/3/25 12:00,272.8,272.8
2021/3/25 13:00,272.8,272.8
2021/3/25 14:00,248.8,248.8
2021/3/25 15:00,248,248
2021/3/25 16:00,256,256
2021/3/25 17:00,264.8,264.8
2021/3/25 18:00,297.6,297.6
2021/3/25 19:00,433.6,433.6
2021/3/25 20:00,439.2,439.2
2021/3/25 21:00,407.2,407.2
2021/3/25 22:00,350.4,350.4
2021/3/25 23:00,254.4,254.4
2021/3/26 0:00,140.76,140.76
2021/3/26 1:00,120.36,120.36
2021/3/26 2:00,99.96,99.96
2021/3/26 3:00,106.76,106.76
2021/3/26 4:00,106.76,106.76
2021/3/26 5:00,113.56,113.56
2021/3/26 6:00,155.04,155.04
2021/3/26 7:00,224.4,224.4
2021/3/26 8:00,259.08,259.08
2021/3/26 9:00,265.88,265.88
2021/3/26 10:00,238.68,238.68
2021/3/26 11:00,211.48,211.48
2021/3/26 12:00,231.88,231.88
2021/3/26 13:00,231.88,231.88
2021/3/26 14:00,211.48,211.48
2021/3/26 15:00,210.8,210.8
2021/3/26 16:00,217.6,217.6
2021/3/26 17:00,225.08,225.08
2021/3/26 18:00,252.96,252.96
2021/3/26 19:00,368.56,368.56
2021/3/26 20:00,373.32,373.32
2021/3/26 21:00,346.12,346.12
2021/3/26 22:00,297.84,297.84
2021/3/26 23:00,216.24,216.24
2021/3/27 0:00,136.62,136.62
2021/3/27 1:00,116.82,116.82
2021/3/27 2:00,97.02,97.02
2021/3/27 3:00,103.62,103.62
2021/3/27 4:00,103.62,103.62
2021/3/27 5:00,110.22,110.22
2021/3/27 6:00,150.48,150.48
2021/3/27 7:00,217.8,217.8
2021/3/27 8:00,251.46,251.46
2021/3/27 9:00,258.06,258.06
2021/3/27 10:00,231.66,231.66
2021/3/27 11:00,205.26,205.26
2021/3/27 12:00,225.06,225.06
2021/3/27 13:00,225.06,225.06
2021/3/27 14:00,205.26,205.26
2021/3/27 15:00,204.6,204.6
2021/3/27 16:00,211.2,211.2
2021/3/27 17:00,218.46,218.46
2021/3/27 18:00,245.52,245.52
2021/3/27 19:00,357.72,357.72
2021/3/27 20:00,362.34,362.34
2021/3/27 21:00,335.94,335.94
2021/3/27 22:00,289.08,289.08
2021/3/27 23:00,209.88,209.88
2021/3/28 0:00,130.41,130.41
2021/3/28 1:00,111.51,111.51
2021/3/28 2:00,92.61,92.61
2021/3/28 3:00,98.91,98.91
2021/3/28 4:00,98.91,98.91
2021/3/28 5:00,105.21,105.21
2021/3/28 6:00,143.64,143.64
2021/3/28 7:00,207.9,207.9
2021/3/28 8:00,240.03,240.03
2021/3/28 9:00,246.33,246.33
2021/3/28 10:00,221.13,221.13
2021/3/28 11:00,195.93,195.93
2021/3/28 12:00,214.83,214.83
2021/3/28 13:00,214.83,214.83
2021/3/28 14:00,195.93,195.93
2021/3/28 15:00,195.3,195.3
2021/3/28 16:00,201.6,201.6
2021/3/28 17:00,208.53,208.53
2021/3/28 18:00,234.36,234.36
2021/3/28 19:00,341.46,341.46
2021/3/28 20:00,345.87,345.87
2021/3/28 21:00,320.67,320.67
2021/3/28 22:00,275.94,275.94
2021/3/28 23:00,200.34,200.34
2021/3/29 0:00,120.06,120.06
2021/3/29 1:00,102.66,102.66
2021/3/29 2:00,85.26,85.26
2021/3/29 3:00,91.06,91.06
2021/3/29 4:00,91.06,91.06
2021/3/29 5:00,96.86,96.86
2021/3/29 6:00,132.24,132.24
2021/3/29 7:00,191.4,191.4
2021/3/29 8:00,220.98,220.98
2021/3/29 9:00,226.78,226.78
2021/3/29 10:00,203.58,203.58
2021/3/29 11:00,180.38,180.38
2021/3/29 12:00,197.78,197.78
2021/3/29 13:00,197.78,197.78
2021/3/29 14:00,180.38,180.38
2021/3/29 15:00,179.8,179.8
2021/3/29 16:00,185.6,185.6
2021/3/29 17:00,191.98,191.98
2021/3/29 18:00,215.76,215.76
2021/3/29 19:00,314.36,314.36
2021/3/29 20:00,318.42,318.42
2021/3/29 21:00,295.22,295.22
2021/3/29 22:00,254.04,254.04
2021/3/29 23:00,184.44,184.44
2021/3/30 0:00,165.6,165.6
2021/3/30 1:00,141.6,141.6
2021/3/30 2:00,117.6,117.6
2021/3/30 3:00,125.6,125.6
2021/3/30 4:00,125.6,125.6
2021/3/30 5:00,133.6,133.6
2021/3/30 6:00,182.4,182.4
2021/3/30 7:00,264,264
2021/3/30 8:00,304.8,304.8
2021/3/30 9:00,312.8,312.8
2021/3/30 10:00,280.8,280.8
2021/3/30 11:00,248.8,248.8
2021/3/30 12:00,272.8,272.8
2021/3/30 13:00,272.8,272.8
2021/3/30 14:00,248.8,248.8
2021/3/30 15:00,248,248
2021/3/30 16:00,256,256
2021/3/30 17:00,264.8,264.8
2021/3/30 18:00,297.6,297.6
2021/3/30 19:00,433.6,433.6
2021/3/30 20:00,439.2,439.2
2021/3/30 21:00,407.2,407.2
2021/3/30 22:00,350.4,350.4
2021/3/30 23:00,254.4,254.4
2021/3/31 0:00,140.76,140.76
2021/3/31 1:00,120.36,120.36
2021/3/31 2:00,99.96,99.96
2021/3/31 3:00,106.76,106.76
2021/3/31 4:00,106.76,106.76
2021/3/31 5:00,113.56,113.56
2021/3/31 6:00,155.04,155.04
2021/3/31 7:00,224.4,224.4
2021/3/31 8:00,259.08,259.08
2021/3/31 9:00,265.88,265.88
2021/3/31 10:00,238.68,238.68
2021/3/31 11:00,211.48,211.48
2021/3/31 12:00,231.88,231.88
2021/3/31 13:00,231.88,231.88
2021/3/31 14:00,211.48,211.48
2021/3/31 15:00,210.8,210.8
2021/3/31 16:00,217.6,217.6
2021/3/31 17:00,225.08,225.08
2021/3/31 18:00,252.96,252.96
2021/3/31 19:00,368.56,368.56
2021/3/31 20:00,373.32,373.32
2021/3/31 21:00,346.12,346.12
2021/3/31 22:00,297.84,297.84
2021/3/31 23:00,216.24,216.24
2021/4/1 0:00,136.62,136.62
2021/4/1 1:00,116.82,116.82
2021/4/1 2:00,97.02,97.02
2021/4/1 3:00,103.62,103.62
2021/4/1 4:00,103.62,103.62
2021/4/1 5:00,110.22,110.22
2021/4/1 6:00,150.48,150.48
2021/4/1 7:00,217.8,217.8
2021/4/1 8:00,251.46,251.46
2021/4/1 9:00,258.06,258.06
2021/4/1 10:00,231.66,231.66
2021/4/1 11:00,205.26,205.26
2021/4/1 12:00,225.06,225.06
2021/4/1 13:00,225.06,225.06
2021/4/1 14:00,205.26,205.26
2021/4/1 15:00,204.6,204.6
2021/4/1 16:00,211.2,211.2
2021/4/1 17:00,218.46,218.46
2021/4/1 18:00,245.52,245.52
2021/4/1 19:00,357.72,357.72
2021/4/1 20:00,362.34,362.34
2021/4/1 21:00,335.94,335.94
2021/4/1 22:00,289.08,289.08
2021/4/1 23:00,209.88,209.88
2021/4/2 0:00,130.41,130.41
2021/4/2 1:00,111.51,111.51
2021/4/2 2:00,92.61,92.61
2021/4/2 3:00,98.91,98.91
2021/4/2 4:00,98.91,98.91
2021/4/2 5:00,105.21,105.21
2021/4/2 6:00,143.64,143.64
2021/4/2 7:00,207.9,207.9
2021/4/2 8:00,240.03,240.03
2021/4/2 9:00,246.33,246.33
2021/4/2 10:00,221.13,221.13
2021/4/2 11:00,195.93,195.93
2021/4/2 12:00,214.83,214.83
2021/4/2 13:00,214.83,214.83
2021/4/2 14:00,195.93,195.93
2021/4/2 15:00,195.3,195.3
2021/4/2 16:00,201.6,201.6
2021/4/2 17:00,208.53,208.53
2021/4/2 18:00,234.36,234.36
2021/4/2 19:00,341.46,341.46
2021/4/2 20:00,345.87,345.87
2021/4/2 21:00,320.67,320.67
2021/4/2 22:00,275.94,275.94
2021/4/2 23:00,200.34,200.34
2021/4/3 0:00,120.06,120.06
2021/4/3 1:00,102.66,102.66
2021/4/3 2:00,85.26,85.26
2021/4/3 3:00,91.06,91.06
2021/4/3 4:00,91.06,91.06
2021/4/3 5:00,96.86,96.86
2021/4/3 6:00,132.24,132.24
2021/4/3 7:00,191.4,191.4
2021/4/3 8:00,220.98,220.98
2021/4/3 9:00,226.78,226.78
2021/4/3 10:00,203.58,203.58
2021/4/3 11:00,180.38,180.38
2021/4/3 12:00,197.78,197.78
2021/4/3 13:00,197.78,197.78
2021/4/3 14:00,180.38,180.38
2021/4/3 15:00,179.8,179.8
2021/4/3 16:00,185.6,185.6
2021/4/3 17:00,191.98,191.98
2021/4/3 18:00,215.76,215.76
2021/4/3 19:00,314.36,314.36
2021/4/3 20:00,318.42,318.42
2021/4/3 21:00,295.22,295.22
2021/4/3 22:00,254.04,254.04
2021/4/3 23:00,184.44,184.44
2021/4/4 0:00,165.6,165.6
2021/4/4 1:00,141.6,141.6
2021/4/4 2:00,117.6,117.6
2021/4/4 3:00,125.6,125.6
2021/4/4 4:00,125.6,125.6
2021/4/4 5:00,133.6,133.6
2021/4/4 6:00,182.4,182.4
2021/4/4 7:00,264,264
2021/4/4 8:00,304.8,304.8
2021/4/4 9:00,312.8,312.8
2021/4/4 10:00,280.8,280.8
2021/4/4 11:00,248.8,248.8
2021/4/4 12:00,272.8,272.8
2021/4/4 13:00,272.8,272.8
2021/4/4 14:00,248.8,248.8
2021/4/4 15:00,248,248
2021/4/4 16:00,256,256
2021/4/4 17:00,264.8,264.8
2021/4/4 18:00,297.6,297.6
2021/4/4 19:00,433.6,433.6
2021/4/4 20:00,439.2,439.2
2021/4/4 21:00,407.2,407.2
2021/4/4 22:00,350.4,350.4
2021/4/4 23:00,254.4,254.4
2021/4/5 0:00,140.76,140.76
2021/4/5 1:00,120.36,120.36
2021/4/5 2:00,99.96,99.96
2021/4/5 3:00,106.76,106.76
2021/4/5 4:00,106.76,106.76
2021/4/5 5:00,113.56,113.56
2021/4/5 6:00,155.04,155.04
2021/4/5 7:00,224.4,224.4
2021/4/5 8:00,259.08,259.08
2021/4/5 9:00,265.88,265.88
2021/4/5 10:00,238.68,238.68
2021/4/5 11:00,211.48,211.48
2021/4/5 12:00,231.88,231.88
2021/4/5 13:00,231.88,231.88
2021/4/5 14:00,211.48,211.48
2021/4/5 15:00,210.8,210.8
2021/4/5 16:00,217.6,217.6
2021/4/5 17:00,225.08,225.08
2021/4/5 18:00,252.96,252.96
2021/4/5 19:00,368.56,368.56
2021/4/5 20:00,373.32,373.32
2021/4/5 21:00,346.12,346.12
2021/4/5 22:00,297.84,297.84
2021/4/5 23:00,216.24,216.24
2021/4/6 0:00,136.62,136.62
2021/4/6 1:00,116.82,116.82
2021/4/6 2:00,97.02,97.02
2021/4/6 3:00,103.62,103.62
2021/4/6 4:00,103.62,103.62
2021/4/6 5:00,110.22,110.22
2021/4/6 6:00,150.48,150.48
2021/4/6 7:00,217.8,217.8
2021/4/6 8:00,251.46,251.46
